Tax Year,Resident Type,Place of Residence,Country,State,County,Income Class,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Deductions of All Returns (in thousands),Dependent Exemptions of All Returns (in thousands),Taxable Income of All Returns (in thousands),Tax Before Credits of All Returns (in thousands),Tax Liability of All Returns (in thousands) **,Place of Residence Sort Order,Income Class Sort Order
2012,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,"100,000 - 199,999",d/,,,,,,,,211,10
2012,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,"200,000 - 249,999",d/,,,,,,,,211,11
2012,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,"250,000 - 499,999",,10,"3,708.69",217.813,8,"2,780.68",188.551,39.433,211,12
2012,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,"500,000 and over",,10,"11,282.17",152.015,16,"10,249.59",775.407,286.844,211,13
2012,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,Total,,124,"19,055.96","1,009.67",40.464,"14,898.49","1,072.36",423.143,211,14
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"Under 5,000",,617,"-48,639.55",417.512,0,3.018,0.122,0.061,212,1
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"5,000 - 9,999",,188,"1,465.65","1,197.20",2.708,157.438,6.31,3.035,212,2
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"10,000 - 19,999",,137,"1,952.93","1,023.03",16.169,775.016,31.557,26.041,212,3
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"20,000 - 29,999",,71,"1,747.62",528.185,12,"1,013.84",47.199,38.905,212,4
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"30,000 - 39,999",,64,"2,260.40",481.77,5,"1,604.88",84.376,67.872,212,5
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"40,000 - 49,999",,69,"3,093.32",592.388,18.769,"2,159.11",118.58,94.722,212,6
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"50,000 - 59,999",,48,"2,613.74",428.978,12.052,"1,840.97",104.703,76.754,212,7
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"60,000 - 74,999",,71,"4,736.80",599.47,12,"3,853.07",225.383,138.718,212,8
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"75,000 - 99,999",,85,"7,442.50",809.494,24,"5,606.55",335.213,220.101,212,9
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"10,000 - 19,999",,356,"5,320","2,738",60,"2,289",89,66,200,3
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"100,000 - 199,999",,318,"46,927.36","3,745.02",90,"37,556.04","2,449.00","1,011.73",212,10
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"200,000 - 249,999",,122,"27,240.82","1,293.45",40,"21,021.71","1,411.91",471.869,212,11
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"250,000 - 499,999",,331,"116,459.21","4,475.57",171,"96,579.28","6,592.38","2,103.81",212,12
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,"500,000 and over",,736,"2,151,792.71","28,513.48",684,"1,998,628.82","168,732.42","25,904.35",212,13
2012,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,Total,,"2,857","2,319,093.50","44,105.54","1,087.70","2,170,799.73","180,139.15","30,157.96",212,14
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"Under 5,000",,"1,567","-29,665.78","2,401.44",0,5.269,0.213,0.189,213,1
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"5,000 - 9,999",,685,"4,832.06","4,355.12",2.785,318.677,12.74,4.665,213,2
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"10,000 - 19,999",,641,"9,204.77","4,829.92",40.238,"3,701.49",150.824,123.474,213,3
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"20,000 - 29,999",,377,"9,356.81","2,821.68",43,"5,506.29",257.039,226.953,213,4
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"30,000 - 39,999",,232,"8,008.50","1,816.00",43,"5,307.11",273.344,220.687,213,5
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"40,000 - 49,999",,143,"6,388.40","1,181.26",26,"4,246.20",230.386,174.535,213,6
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"50,000 - 59,999",,121,"6,619.77","1,002.82",22,"4,441.25",249.784,184.662,213,7
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"60,000 - 74,999",,169,"11,442.31","1,367.57",25,"8,081.99",470.308,340.533,213,8
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"75,000 - 99,999",,160,"13,797.11","1,450.80",61,"9,211.51",545.714,373.347,213,9
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"100,000 - 199,999",,372,"53,133.86","3,922.79",138,"37,057.62","2,397.26","1,343.97",213,10
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"200,000 - 249,999",,118,"26,616.09","1,351.37",63,"20,029.73","1,343.32",549.307,213,11
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"250,000 - 499,999",,335,"122,805.92","4,227.64",252,"100,493.54","6,854.12","2,263.78",213,12
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,"500,000 and over",,689,"1,520,050.56","12,154.41",784,"1,398,825.06","116,301.87","26,024.06",213,13
2012,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,Total,,"5,609","1,762,590.39","42,882.82","1,500.02","1,597,225.72","129,086.93","31,830.16",213,14
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"Under 5,000",,"6,434","-517,054.69","6,239.47",0,139.481,5.574,-61.945,214,1
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"5,000 - 9,999",,"2,603","19,149.29","14,080.96",7.293,"2,071.19",82.887,31.869,214,2
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"10,000 - 19,999",,"3,842","56,952.45","26,044.80",395.861,"19,972.40",818.738,540.961,214,3
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"20,000 - 29,999",,"3,068","75,536.00","22,969.78",726,"38,476.59","1,770.75","1,210.93",214,4
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"30,000 - 39,999",,"2,283","79,225.22","18,781.15",594,"47,074.49","2,392.08","1,733.02",214,5
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"40,000 - 49,999",,"1,831","82,163.46","16,627.19",564,"53,971.79","2,900.54","2,175.04",214,6
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"50,000 - 59,999",,"1,463","80,229.05","13,870.35",440,"54,957.12","3,062.06","2,224.16",214,7
2011,Full-Year Nonresident,Mexico,Mexico,Not Applicable,Not Applicable,"200,000 - 249,999",d/,,,,,,,,209,11
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"20,000 - 29,999",,297,"7,337","2,405",60,"4,774",214,169,200,4
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"60,000 - 74,999",,"1,666","111,650.01","17,806.08",542,"77,923.52","4,453.40","3,139.95",214,8
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"75,000 - 99,999",,"1,917","165,706.49","22,994.65",830,"121,319.81","7,134.11","5,056.55",214,9
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"100,000 - 199,999",,"3,386","476,745.66","49,816.50","1,918","370,888.21","23,851.70","15,248.63",214,10
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"200,000 - 249,999",,774,"172,371.61","13,821.39",483,"140,406.70","9,392.21","5,479.40",214,11
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"250,000 - 499,999",,"1,783","617,056.27","35,951.89","1,324","513,581.22","34,962.40","18,131.10",214,12
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,"500,000 and over",,"2,313","13,516,792.45","134,079.63","2,154","11,699,815.68","1,011,381.42","116,200.25",214,13
2012,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,Total,,"33,363","14,936,523.26","393,083.85","9,978.15","13,140,598.20","1,102,207.86","171,109.90",214,14
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","Under 5,000",,"67,265","-12,419,673.80","67,224.83",4.176,"6,367.40",254.913,-754.024,215,1
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","5,000 - 9,999",,"31,756","236,320.61","160,549.57",240.041,"54,079.13","2,163.91","1,241.72",215,2
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","10,000 - 19,999",,"54,586","815,954.69","411,744.60","10,441.25","310,939.41","12,808.92","7,492.19",215,3
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","20,000 - 29,999",,"50,201","1,246,801.66","456,696.30","18,775.00","637,559.37","29,087.23","17,414.43",215,4
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","30,000 - 39,999",,"46,636","1,627,928.45","478,504.10","19,860.31","972,458.17","48,123.29","31,898.50",215,5
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","40,000 - 49,999",,"45,118","2,028,343.60","515,134.68","21,295.14","1,330,759.50","69,442.80","49,390.45",215,6
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","50,000 - 59,999",,"42,133","2,313,846.97","524,469.37","21,643.14","1,602,274.49","86,678.93","61,675.50",215,7
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","60,000 - 74,999",,"57,683","3,885,915.27","817,657.63","33,958.93","2,806,658.80","156,204.62","110,260.88",215,8
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","75,000 - 99,999",,"81,155","7,058,121.21","1,357,321.90","58,908.47","5,272,192.44","302,103.41","206,192.62",215,9
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","100,000 - 199,999",,"181,719","25,805,507.83","4,009,610.68","180,788.58","20,296,265.24","1,290,213.09","775,707.16",215,10
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","200,000 - 249,999",,"42,461","9,471,191.95","1,054,942.52","48,117","7,792,138.43","518,758.92","285,877.30",215,11
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","250,000 - 499,999",,"79,629","27,537,653.23","2,176,409.37","97,317","23,245,806.77","1,574,906.68","785,172.02",215,12
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident","500,000 and over",,"87,236","315,868,750.70","6,034,156.89","108,476","254,227,806.10","21,439,963.19","3,267,560.94",215,13
2012,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident",Total,,"867,578","385,476,662.40","18,064,422.46","619,825.04","318,555,305.30","25,530,709.88","5,599,129.70",215,14
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","Under 5,000",,"15,164","-112,779.63","26,885.62",0.019,"1,267.37",50.761,-276.006,250,1
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","5,000 - 9,999",,"17,747","134,868.09","104,325.13",272.248,"18,723.83",749.201,-804.063,250,2
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","10,000 - 19,999",,"36,306","542,305.92","278,575.44","7,024.94","222,524.93","9,119.38","1,689.49",250,3
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","20,000 - 29,999",,"28,947","715,247.96","242,788.22","7,127.56","425,728.27","19,670.03","10,084.79",250,4
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","30,000 - 39,999",,"20,935","728,276.23","188,002.97","5,288","502,258.18","25,594.82","15,104.72",250,5
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","40,000 - 49,999",,"17,020","762,232.03","162,585.98","4,388.24","569,176.99","30,639.20","18,779.56",250,6
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","50,000 - 59,999",,"13,278","726,906.28","134,530.09","3,749.65","561,398.06","31,186.35","18,636.18",250,7
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","60,000 - 74,999",,"14,710","987,561.03","161,969.36","4,827.65","791,407.71","45,124.25","26,705.93",250,8
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","75,000 - 99,999",,"16,484","1,424,164.02","202,383.77","6,615","1,178,590.18","69,003.50","40,659.67",250,9
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","100,000 - 199,999",,"25,340","3,505,767.83","383,156.35","13,861.95","3,047,945.67","194,833.03","112,379.71",250,10
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","200,000 - 249,999",,"4,439","988,947.48","77,941.60","3,076","893,313.23","59,649.02","34,567.72",250,11
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","250,000 - 499,999",,"6,451","2,168,533.52","126,858.24","5,126","2,004,740.89","135,988.35","79,910.95",250,12
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident","500,000 and over",,"3,211","5,573,675.48","75,604.95","3,262","5,273,764.21","424,312.16","201,973.17",250,13
2012,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident",Total,,"220,032","18,145,706.23","2,165,607.71","64,619.26","15,490,839.52","1,045,920.04","559,411.82",250,14
2011,Full-Year Nonresident,Mexico,Mexico,Not Applicable,Not Applicable,"250,000 - 499,999",d/,,,,,,,,209,12
2010,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,"200,000 - 249,999",d/,,,,,,,,205,11
2000,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,"200,000 and over",d/,,,,,,,,205,11
2002,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,"50,000 - 59,999",d/,,,,,,,,205,7
2004,Full-Year Nonresident,India,India,Not Applicable,Not Applicable,"60,000 - 74,999",d/,,,,,,,,204,8
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"Under 5,000",,671,"-5,665",132,0,2,0,-7,150,1
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"5,000 - 9,999",,61,481,350,0,29,1,0,150,2
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"10,000 - 19,999",,255,"4,049","1,421",23,"1,485",32,25,150,3
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"20,000 - 29,999",,372,"9,139","2,075",88,"5,107",113,84,150,4
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"30,000 - 39,999",,194,"6,654","1,155",84,"4,097",86,56,150,5
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"40,000 - 49,999",,131,"5,845",813,59,"3,972",71,48,150,6
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"50,000 - 59,999",,64,"3,469",197,17,"2,519",35,13,150,7
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"60,000 - 74,999",,76,"5,066",469,33,"3,871",78,36,150,8
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"75,000 - 99,999",,82,"7,118",415,28,"5,838",129,70,150,9
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"100,000 - 199,999",,101,"13,930",717,47,"12,035",331,86,150,10
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"200,000 - 249,999",,10,"2,282",30,1,"1,915",30,0,150,11
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"250,000 - 499,999",d/,,,,,,,,150,12
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,"500,000 and over",d/,,,,,,,,150,13
2011,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,Total,,"2,025","55,975","7,944",386,"44,270","1,121",448,150,14
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"Under 5,000",,486,"-12,950",472,0,4,0,-3,200,1
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"5,000 - 9,999",,183,"1,314","1,127",3,96,4,2,200,2
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"30,000 - 39,999",,292,"10,240","2,468",100,"7,527",376,313,200,5
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"40,000 - 49,999",,216,"9,588","1,870",96,"7,484",392,331,200,6
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"50,000 - 59,999",,217,"11,866","2,005",122,"9,679",546,440,200,7
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"60,000 - 74,999",,244,"16,366","2,406",157,"13,638",769,625,200,8
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"75,000 - 99,999",,260,"22,406","2,696",186,"19,401","1,138",905,200,9
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"100,000 - 199,999",,360,"50,288","4,216",225,"45,708","2,940","1,902",200,10
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"200,000 - 249,999",,66,"14,643",763,30,"13,790",866,332,200,11
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"250,000 - 499,999",,160,"55,186","2,338",83,"51,948","3,691","1,589",200,12
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,"500,000 and over",,238,"382,589","5,090",199,"364,712","32,357","8,349",200,13
2011,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,Total,,"3,375","574,192","30,595","1,321","541,049","43,382","15,019",200,14
2011,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,"Under 5,000",,560,"-6,907",742,0,1,0,0,201,1
2011,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,"5,000 - 9,999",,179,"1,335","1,180",1,107,4,1,201,2
2011,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,"10,000 - 19,999",,304,"4,457","2,230",7,"2,077",81,71,201,3
2011,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,"20,000 - 29,999",,144,"3,548","1,081",5,"2,343",104,83,201,4
2011,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,"30,000 - 39,999",,77,"2,606",602,4,"1,832",71,48,201,5
