Tax Year,Resident Type,Place of Residence,Country,State,County,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Tax Liability of All Returns (in thousands) **,Number of Taxable Returns,NY AGI of Taxable Returns (in thousands) *,Tax Liability of Taxable Returns (in thousands) **,Number of Nontaxable Returns,NY AGI of Nontaxable Returns (in thousands) *,Tax Liability of Nontaxable Returns (in thousands) **,Average NY AGI of All Returns,Average Tax of All Returns,Average NY AGI of Taxable Returns,Average Tax of Taxable Returns,Average NY AGI of Nontaxable Returns,County Sort Order
2010,Full-Year Resident,"Total, New York City",United States,New York,"Total, New York City",,"3,643,259","240,714,870","13,354,763","2,241,816","232,447,306","14,052,485","1,401,443","8,267,564",,"66,071","3,666","103,687","6,268","5,899",6
2010,Full-Year Resident,Albany,United States,New York,Albany,,"138,965","7,371,583","344,099","97,917","7,053,612","359,460","41,048","317,972",,"53,046","2,476","72,037","3,671","7,746",7
2010,Full-Year Resident,Allegany,United States,New York,Allegany,,"18,144","659,227","20,457","11,329","592,005","23,482","6,815","67,222",,"36,333","1,127","52,256","2,073","9,864",8
2010,Full-Year Resident,Broome,United States,New York,Broome,,"87,539","3,642,685","136,627","57,363","3,381,476","154,542","30,176","261,208",,"41,612","1,561","58,949","2,694","8,656",9
2010,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,,"33,212","1,187,148","37,246","20,799","1,064,256","43,176","12,413","122,892",,"35,745","1,121","51,169","2,076","9,900",10
2010,Full-Year Resident,Cayuga,United States,New York,Cayuga,,"32,683","1,303,125","46,089","21,786","1,198,110","51,304","10,897","105,015",,"39,872","1,410","54,994","2,355","9,637",11
2010,Full-Year Resident,Chautauqua,United States,New York,Chautauqua,,"55,380","1,949,591","60,233","34,183","1,742,136","69,936","21,197","207,455",,"35,204","1,088","50,965","2,046","9,787",12
2010,Full-Year Resident,Chemung,United States,New York,Chemung,,"37,790","1,595,723","60,407","24,270","1,466,747","66,206","13,520","128,976",,"42,226","1,598","60,435","2,728","9,540",13
2010,Full-Year Resident,Chenango,United States,New York,Chenango,,"21,860","772,308","24,732","13,716","698,782","28,503","8,144","73,526",,"35,330","1,131","50,946","2,078","9,028",14
2010,Full-Year Resident,Clinton,United States,New York,Clinton,,"35,090","1,459,960","54,769","23,764","1,370,060","59,061","11,326","89,900",,"41,606","1,561","57,653","2,485","7,937",15
2010,Full-Year Resident,Columbia,United States,New York,Columbia,,"27,578","1,266,741","54,539","18,410","1,233,686","57,561","9,168","33,054",,"45,933","1,978","67,012","3,127","3,605",16
2010,Full-Year Resident,Cortland,United States,New York,Cortland,,"19,836","785,453","27,304","13,126","719,695","30,789","6,710","65,757",,"39,597","1,376","54,830","2,346","9,800",17
2010,Full-Year Resident,Delaware,United States,New York,Delaware,,"18,455","643,622","21,429","11,176","588,013","24,180","7,279","55,608",,"34,875","1,161","52,614","2,164","7,640",18
2010,Full-Year Resident,Dutchess,United States,New York,Dutchess,,"129,277","7,815,517","358,138","93,779","7,553,758","369,738","35,498","261,759",,"60,456","2,770","80,549","3,943","7,374",19
2010,Full-Year Resident,Erie,United States,New York,Erie,,"413,989","19,545,953","846,830","283,752","18,454,163","898,311","130,237","1,091,790",,"47,214","2,046","65,036","3,166","8,383",20
2010,Full-Year Resident,Essex,United States,New York,Essex,,"16,104","613,104","22,887","10,326","579,116","24,701","5,778","33,988",,"38,072","1,421","56,083","2,392","5,882",21
2010,Full-Year Resident,Franklin,United States,New York,Franklin,,"18,959","710,168","25,444","12,038","655,894","28,800","6,921","54,275",,"37,458","1,342","54,485","2,392","7,842",22
2010,Full-Year Resident,Fulton,United States,New York,Fulton,,"23,061","836,036","27,418","14,912","758,730","31,281","8,149","77,306",,"36,253","1,189","50,880","2,098","9,487",23
2010,Full-Year Resident,Genesee,United States,New York,Genesee,,"27,328","1,080,810","39,203","18,664","1,010,779","42,896","8,664","70,031",,"39,550","1,435","54,157","2,298","8,083",24
2010,Full-Year Resident,Greene,United States,New York,Greene,,"21,134","857,000","32,943","14,109","807,706","35,086","7,025","49,294",,"40,551","1,559","57,248","2,487","7,017",25
2010,Full-Year Resident,Hamilton,United States,New York,Hamilton,,"2,341","80,062","2,920","1,403","74,246","3,131",938,"5,816",,"34,200","1,247","52,919","2,232","6,200",26
2010,Full-Year Resident,Herkimer,United States,New York,Herkimer,,"26,986","967,892","30,787","17,527","879,149","35,391","9,459","88,743",,"35,866","1,141","50,160","2,019","9,382",27
2010,Full-Year Resident,Jefferson,United States,New York,Jefferson,,"40,943","1,635,901","57,988","26,849","1,478,795","64,982","14,094","157,106",,"39,956","1,416","55,078","2,420","11,147",28
2010,Full-Year Resident,Lewis,United States,New York,Lewis,,"10,188","371,570","11,878","6,623","341,146","13,721","3,565","30,424",,"36,471","1,166","51,509","2,072","8,534",29
2010,Full-Year Resident,Livingston,United States,New York,Livingston,,"26,713","1,115,000","40,697","18,329","1,042,459","44,398","8,384","72,541",,"41,740","1,523","56,875","2,422","8,652",30
2010,Full-Year Resident,Madison,United States,New York,Madison,,"28,841","1,310,898","52,535","19,814","1,241,375","56,958","9,027","69,523",,"45,453","1,822","62,651","2,875","7,702",31
2010,Full-Year Resident,Monroe,United States,New York,Monroe,,"338,509","16,409,581","703,638","231,036","15,491,044","750,307","107,473","918,538",,"48,476","2,079","67,050","3,248","8,547",32
2010,Full-Year Resident,Montgomery,United States,New York,Montgomery,,"23,906","883,734","29,031","15,327","802,556","33,423","8,579","81,178",,"36,967","1,214","52,362","2,181","9,462",33
2010,Full-Year Resident,Nassau,United States,New York,Nassau,,"648,663","55,900,521","3,232,638","467,407","56,044,912","3,283,811","181,256","-144,391",,"86,178","4,984","119,906","7,026",-797,34
2010,Full-Year Resident,Niagara,United States,New York,Niagara,,"99,045","3,906,754","147,497","66,888","3,685,568","159,680","32,157","221,185",,"39,444","1,489","55,101","2,387","6,878",35
2010,Full-Year Resident,Oneida,United States,New York,Oneida,,"100,947","4,038,660","150,776","65,479","3,728,540","166,827","35,468","310,121",,"40,008","1,494","56,943","2,548","8,744",36
2010,Full-Year Resident,Onondaga,United States,New York,Onondaga,,"207,209","10,165,158","425,866","142,697","9,538,533","459,443","64,512","626,625",,"49,058","2,055","66,845","3,220","9,713",37
2010,Full-Year Resident,Ontario,United States,New York,Ontario,,"49,546","2,485,291","107,026","34,230","2,350,718","113,248","15,316","134,572",,"50,161","2,160","68,674","3,308","8,786",38
2010,Full-Year Resident,Orange,United States,New York,Orange,,"157,693","8,884,195","350,897","110,326","8,428,692","371,862","47,367","455,502",,"56,339","2,225","76,398","3,371","9,616",39
2010,Full-Year Resident,Orleans,United States,New York,Orleans,,"17,791","631,351","19,064","11,624","568,384","22,309","6,167","62,967",,"35,487","1,072","48,897","1,919","10,210",40
2010,Full-Year Resident,Oswego,United States,New York,Oswego,,"50,958","2,023,764","72,297","33,989","1,868,232","79,644","16,969","155,532",,"39,714","1,419","54,966","2,343","9,166",41
2010,Full-Year Resident,Otsego,United States,New York,Otsego,,"25,650","995,472","37,287","16,524","925,934","40,753","9,126","69,538",,"38,810","1,454","56,036","2,466","7,620",42
2010,Full-Year Resident,Putnam,United States,New York,Putnam,,"45,193","3,327,728","159,086","34,142","3,260,094","161,541","11,051","67,634",,"73,634","3,520","95,486","4,731","6,120",43
2010,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,,"72,859","3,420,468","139,268","51,385","3,239,992","148,147","21,474","180,475",,"46,946","1,911","63,053","2,883","8,404",44
2010,Full-Year Resident,Rockland,United States,New York,Rockland,,"132,399","9,115,789","409,666","90,093","8,953,413","427,991","42,306","162,376",,"68,851","3,094","99,380","4,751","3,838",45
2010,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,,"41,422","1,560,411","53,715","26,219","1,426,107","60,697","15,203","134,305",,"37,671","1,297","54,392","2,315","8,834",46
2010,Full-Year Resident,Saratoga,United States,New York,Saratoga,,"102,558","6,025,447","289,523","75,542","5,851,639","297,925","27,016","173,808",,"58,752","2,823","77,462","3,944","6,434",47
2010,Full-Year Resident,Schenectady,United States,New York,Schenectady,,"71,472","3,374,387","140,368","48,691","3,176,250","150,444","22,781","198,137",,"47,213","1,964","65,233","3,090","8,697",48
2010,Full-Year Resident,Schoharie,United States,New York,Schoharie,,"12,126","456,216","16,220","7,924","427,943","17,899","4,202","28,273",,"37,623","1,338","54,006","2,259","6,728",49
2010,Full-Year Resident,Schuyler,United States,New York,Schuyler,,"8,301","304,417","9,815","5,370","275,999","11,181","2,931","28,418",,"36,672","1,182","51,396","2,082","9,696",50
2010,Full-Year Resident,Seneca,United States,New York,Seneca,,"14,559","553,965","18,552","9,384","501,274","21,034","5,175","52,691",,"38,050","1,274","53,418","2,241","10,182",51
2010,Full-Year Resident,Steuben,United States,New York,Steuben,,"41,859","1,771,723","69,253","27,005","1,643,156","75,910","14,854","128,567",,"42,326","1,654","60,846","2,811","8,655",52
2010,Full-Year Resident,Suffolk,United States,New York,Suffolk,,"699,541","48,500,050","2,464,317","504,747","47,196,222","2,524,704","194,794","1,303,828",,"69,331","3,523","93,505","5,002","6,693",53
2010,Full-Year Resident,Sullivan,United States,New York,Sullivan,,"32,827","1,371,971","48,550","21,166","1,266,961","54,119","11,661","105,010",,"41,794","1,479","59,858","2,557","9,005",54
2010,Full-Year Resident,Tioga,United States,New York,Tioga,,"22,775","985,200","34,535","15,178","892,112","37,533","7,597","93,088",,"43,258","1,516","58,777","2,473","12,253",55
2010,Full-Year Resident,Tompkins,United States,New York,Tompkins,,"38,592","1,997,547","89,457","27,978","1,913,767","93,498","10,614","83,780",,"51,761","2,318","68,403","3,342","7,893",56
2010,Full-Year Resident,Ulster,United States,New York,Ulster,,"81,130","3,857,431","161,192","55,851","3,677,342","169,596","25,279","180,089",,"47,546","1,987","65,842","3,037","7,124",57
2010,Full-Year Resident,Warren,United States,New York,Warren,,"31,688","1,373,538","57,966","21,289","1,330,317","61,550","10,399","43,221",,"43,346","1,829","62,488","2,891","4,156",58
2010,Full-Year Resident,Washington,United States,New York,Washington,,"25,560","937,989","29,820","16,657","857,765","33,802","8,903","80,224",,"36,698","1,167","51,496","2,029","9,011",59
2010,Full-Year Resident,Wayne,United States,New York,Wayne,,"42,914","1,754,430","61,846","29,345","1,615,636","68,001","13,569","138,794",,"40,882","1,441","55,057","2,317","10,229",60
2010,Full-Year Resident,Westchester,United States,New York,Westchester,,"436,805","51,975,645","3,232,006","309,311","51,695,980","3,275,427","127,494","279,665",,"118,990","7,399","167,133","10,589","2,194",61
2010,Full-Year Resident,Wyoming,United States,New York,Wyoming,,"17,800","684,901","22,769","12,118","628,155","25,696","5,682","56,746",,"38,478","1,279","51,837","2,120","9,987",62
2010,Full-Year Resident,Yates,United States,New York,Yates,,"10,719","388,333","12,550","6,545","344,293","14,562","4,174","44,039",,"36,228","1,171","52,604","2,225","10,551",63
2010,Full-Year Resident,"Total, Counties Outside of New York City",United States,New York,"Total, Counties Outside of New York City",,"5,015,412","309,639,143","15,234,086","3,477,431","299,593,426","15,830,157","1,537,981","10,045,717",,"61,738","3,037","86,154","4,552","6,532",64
2010,Full-Year Resident,NYS Unclassified +,United States,New York,NYS Unclassified +,,71,"5,974",315,47,"5,807",319,24,168,,"84,141","4,437","123,553","6,787","7,000",65
2013,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,,"32,710","1,240,421.85","39,008.97","20,300","1,116,503.97","44,927.45","12,410","123,917.88","-5,918.48","37,922","1,193","55,000","2,213","9,985",10
2010,Full-Year Resident,Residence Unknown ++,United States,New York,Residence Unknown ++,,"12,067","5,076,284","387,849","8,565","5,323,056","389,905","3,502","-246,772",,"420,675","32,141","621,489","45,523","-70,466",66
2010,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident",,"8,670,809","555,436,270","28,977,013","5,727,859","537,369,594","30,272,866","2,942,950","18,066,676","-1,295,854","64,058","3,342","93,817","5,285","6,139",67
2010,Full-Year Nonresident,Alabama,United States,Alabama,All,,"1,219","723,153","4,933",803,"414,430","4,958",416,"308,723",,"593,235","4,047","516,102","6,174","742,123",100
2010,Full-Year Nonresident,Arizona,United States,Alaska,All,,"3,556","1,546,195","13,769","2,380","1,221,315","13,820","1,176","324,879",,"434,813","3,872","513,158","5,807","276,258",102
2010,Full-Year Nonresident,California,United States,California,All,,"33,043","34,575,358","182,445","23,167","26,870,170","183,048","9,876","7,705,188",,"1,046,375","5,521","1,159,847","7,901","780,193",104
2010,Full-Year Nonresident,Colorado,United States,Colorado,All,,"4,136","2,276,678","15,170","2,780","1,628,902","16,235","1,356","647,776",,"550,454","3,668","585,936","5,840","477,711",105
2010,Full-Year Nonresident,Connecticut,United States,Connecticut,All,,"80,193","31,759,888","1,135,136","71,224","29,723,507","1,135,993","8,969","2,036,381",,"396,043","14,155","417,324","15,950","227,047",106
2010,Full-Year Nonresident,Delaware,United States,Delaware,All,,"1,876","362,933","5,819","1,412","319,438","5,819",464,"43,495",,"193,461","3,102","226,231","4,121","93,739",107
2010,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,,"2,654","1,772,260","45,045","2,014","1,641,205","45,326",640,"131,055",,"667,769","16,972","814,898","22,505","204,773",108
2010,Full-Year Nonresident,Florida,United States,Florida,All,,"36,716","19,670,646","196,927","23,621","15,809,252","201,407","13,095","3,861,395",,"535,751","5,364","669,288","8,527","294,876",109
2010,Full-Year Nonresident,Georgia,United States,Georgia,All,,"8,493","2,795,300","35,122","5,857","2,386,016","35,224","2,636","409,284",,"329,130","4,135","407,379","6,014","155,267",110
2010,Full-Year Nonresident,Hawaii,United States,Hawaii,All,,"1,005","345,447","2,146",484,"114,297","2,146",521,"231,150",,"343,728","2,135","236,151","4,434","443,666",111
2010,Full-Year Nonresident,Illinois,United States,Illinois,All,,"11,317","11,042,311","58,714","9,197","8,415,582","58,909","2,120","2,626,730",,"975,728","5,188","915,036","6,405","1,239,024",113
2010,Full-Year Nonresident,Indiana,United States,Indiana,All,,"1,782","980,440","5,858","1,367","926,610","5,941",415,"53,830",,"550,191","3,287","677,842","4,346","129,711",114
2010,Full-Year Nonresident,Kansas,United States,Kansas,All,,"1,285","528,107","3,280",834,"489,188","3,297",451,"38,918",,"410,978","2,553","586,556","3,953","86,293",116
2010,Full-Year Nonresident,Kentucky,United States,Kentucky,All,,"1,290","554,248","3,101",837,"412,395","3,274",453,"141,854",,"429,650","2,404","492,706","3,912","313,143",117
2010,Full-Year Nonresident,Louisiana,United States,Louisiana,All,,"1,361","968,951","4,332",880,"505,320","4,350",481,"463,631",,"711,940","3,183","574,227","4,943","963,890",118
2010,Full-Year Nonresident,Maine,United States,Maine,All,,"2,228","599,661","7,023","1,792","415,863","7,078",436,"183,799",,"269,148","3,152","232,066","3,950","421,557",119
2010,Full-Year Nonresident,Maryland,United States,Maryland,All,,"8,635","4,203,472","45,475","6,319","3,463,356","45,493","2,316","740,116",,"486,795","5,266","548,086","7,199","319,566",120
2010,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,,"19,994","12,173,814","86,093","15,900","8,238,288","86,787","4,094","3,935,526",,"608,873","4,306","518,131","5,458","961,291",121
2010,Full-Year Nonresident,Michigan,United States,Michigan,All,,"4,459","2,560,320","11,718","3,378","1,586,862","11,784","1,081","973,458",,"574,192","2,628","469,764","3,488","900,516",122
2010,Full-Year Nonresident,Minnesota,United States,Minnesota,All,,"2,607","1,555,980","5,983","2,013","1,131,651","8,630",594,"424,329",,"596,847","2,295","562,171","4,287","714,359",123
